database_name,schema_name,table_name
ods1_stage,show,provider_attribute_metadata
ods1_stage,show,provider_codes_in_legacy_not_in_edp
ods1_stage,show,provider_procedure_condition_v2
ods1_stage,show,providers_for_middle_initial_test
ods1_stage,show,provider_source_update
ods1_stage,show,providers_with_open_comments
ods1_stage,show,solr_autosuggest_ref_data
ods1_stage,show,solr_city_state_population_rank
ods1_stage,show,solr_column_source
ods1_stage,show,solr_condition_to_specialty_mapping
ods1_stage,show,solr_delta_type
ods1_stage,show,solr_facility
ods1_stage,show,solr_facility_df20200615
ods1_stage,show,solrfacility_mjr
ods1_stage,show,solr_facility_delta
ods1_stage,show,solr_facility_fall_ratings
ods1_stage,show,solr_facility_objection
ods1_stage,show,solr_facility_procedure
ods1_stage,show,solr_geographic_area
ods1_stage,show,solr_geographic_area_delta
ods1_stage,show,solr_line_of_service
ods1_stage,show,solr_line_of_service_delta
ods1_stage,show,solr_market
ods1_stage,show,solr_market_delta
ods1_stage,show,solr_office
ods1_stage,show,solr_office_delta
ods1_stage,show,solr_parent_delta
ods1_stage,show,solr_practice
ods1_stage,show,solr_practice__test_transfer
ods1_stage,show,solr_practice_delta
ods1_stage,show,solr_practicing_specialty
ods1_stage,show,solr_procedure_to_specialty_mapping
ods1_stage,show,solr_provider
ods1_stage,show,solr_provider_alt1
ods1_stage,show,solr_provider_dartplt_03192016
ods1_stage,show,solr_provider__freeze
ods1_stage,show,solr_provider_hca1
ods1_stage,show,solr_provider_map
ods1_stage,show,solr_provider_nwhlth
ods1_stage,show,solr_provider_nyu
ods1_stage,show,solr_provider_ochener
ods1_stage,show,solr_provider_page1_sln
ods1_stage,show,solr_provider_rwjb
ods1_stage,show,solrprovider_ucla
ods1_stage,show,solr_provider__xfr_to_test
ods1_stage,show,solr_provider_address
ods1_stage,show,solr_provider_delta
ods1_stage,show,solr_provider_delta__powered_by_healthgrades
ods1_stage,show,solr_provider_mmp_preview
ods1_stage,show,solr_provider_redirect
ods1_stage,show,solr_provider_survey_question_and_answer
ods1_stage,show,solrprovidertelehealthxml
ods1_stage,show,solr_specialty
ods1_stage,show,solr_specialty_to_listings_management_category_mapping
ods1_stage,show,solr_tele_med_market
ods1_stage,show,solr_treatment_entry_level
ods1_stage,show,temp_solr_provider_hgmd_compare
ods1_stage,show,web_freeze
ods1_stage,staging,markets
ods1_stage,staging,market_share_results
ods1_stage,staging,pdf_list
ods1_stage,staging,provider_survey_aggregate
ods1_stage,staging,provider_to_audit_id
ods1_stage,stg,clinical_focus_dcp
ods1_stage,stg,clinical_focus_provider_data
ods1_stage,stg,clinical_focus_to_specialty
ods1_stage,stg,hms_claims_facility
ods1_stage,stg,office_deletes
ods1_stage,stg,provider_to_facility_to_medical_term
ods1_stage,stg,provider_to_specialty_experience_score
ods1_stage,tele_health,provider_list
ods1_stage,temp,batch_providers
ods1_stage,temp,client_market
ods1_stage,temp,deleteme
ods1_stage,temp,deleteme1
ods1_stage,temp,df
ods1_stage,temp,dignitydata_20200823
ods1_stage,temp,dignitydata_20200827
ods1_stage,temp,do_not_delta
ods1_stage,temp,duplicate_providers
ods1_stage,temp,duplicate_providers_after1
ods1_stage,temp,ed_pand_production_diff
ods1_stage,temp,edrcom
ods1_stage,temp,failed_check_constraint_fk
ods1_stage,temp,fuckit
ods1_stage,temp,fuckup
ods1_stage,temp,iuhstuff
ods1_stage,temp,market_share
ods1_stage,temp,mdga1315
ods1_stage,temp,missing_provider_for_snowflake
ods1_stage,temp,newand_production_diff
ods1_stage,temp,new_phone_number_test
ods1_stage,temp,no_oar_list
ods1_stage,temp,npi
ods1_stage,temp,nypres_current
ods1_stage,temp,nypres_old
ods1_stage,temp,ny_pres_logos
ods1_stage,temp,ny_pres_logos_new
ods1_stage,temp,ny_pres_logos_old
ods1_stage,temp,oas_missing_in_edp
ods1_stage,temp,oasxml
ods1_stage,temp,office
ods1_stage,temp,office_missingofficecodes
ods1_stage,temp,office_practice_pctca_hack
ods1_stage,temp,offices
ods1_stage,temp,partner
ods1_stage,temp,partner_to_entity
ods1_stage,temp,pctcamissingstuff
ods1_stage,temp,pctcatestshit
ods1_stage,temp,pdf_list
ods1_stage,temp,practice_office_base
ods1_stage,temp,provider1
ods1_stage,temp,provider_condition_xml_loads
ods1_stage,temp,providerlist
ods1_stage,temp,providermissinglist
ods1_stage,temp,provider_procedure_list
ods1_stage,temp,provider_procedure_xml_loads
ods1_stage,temp,reltio_id
ods1_stage,temp,reltio_office_code
ods1_stage,temp,removemesoon
ods1_stage,temp,resultsprior
ods1_stage,temp,sev1_providers
ods1_stage,temp,solr_facility_iuhpdchsp
ods1_stage,temp,solr_market_iuhpdchsp
ods1_stage,temp,solr_practice_iuhpdchsp
ods1_stage,temp,solr_provider_iuhpdchsp
ods1_stage,temp,solr_provider_xml_data
ods1_stage,temp,surveyupdates
ods1_stage,temp,telehealthupdate20210921
ods1_stage,temp,temppctca
ods1_stage,temp,temp_provider_image1
ods1_stage,temp,xmltemp
ods1_stage,tempx,office
ods1_stage,tempx,practice
ods1_stage,tmp,bad_dcp
ods1_stage,tmp,client_product_to_entity20200929
ods1_stage,tmp,new_condition
ods1_stage,tmp,office20200929
ods1_stage,tmp,office_dup
ods1_stage,tmp,provider_match_legacy
ods1_stage,tmp,provider_match_new
ods1_stage,tmp,providers_with_bad_dcp
ods1_stage,tmp,solr_provider_xml_data
ods1_stage,util,merge_profisee_template
ods1_stage,util,table_index_scripts
ods1_stage,utility,backup_log
ods1_stage,xfr,no_index_no_follow
ods1_stage,xfr,no_index_no_follow_sc
ods1_stage,xfr,provider_delta_survey
ods1_stage,xfr,solr_facility_delta
ods1_stage,xfr,solr_market
ods1_stage,xfr,solr_office_delta
ods1_stage,xfr,solr_practice_delta
ods1_stage,xfr,solr_provider
ods1_stage,xfr,solr_provider_delta
ods1_stage,xfr,solr_provider_delta_processing
ods1_stage,xml,address_xml
ods1_stage,xml,ad_xml
ods1_stage,xml,affiliation_xml
ods1_stage,xml,apixml
ods1_stage,xml,availability_xml
ods1_stage,xml,board_action_xml
ods1_stage,xml,clinical_focus_dcpxml
ods1_stage,xml,c_linical_focus_xml
ods1_stage,xml,condition_hierarchy_xml
ods1_stage,xml,degree_xml
ods1_stage,xml,facility_xml
ods1_stage,xml,natl_advertising_xml
ods1_stage,xml,oasxml
ods1_stage,xml,practice_office_xml
ods1_stage,xml,practicing_specialty_xml
ods1_stage,xml,procedure_hierarchy_xml
ods1_stage,xml,professional_organization_xml
ods1_stage,xml,provider_specialty_facility5_star_xml
ods1_stage,xml,provider_type_xml
ods1_stage,xml,recognition_xml
ods1_stage,xml,sanction_xml
ods1_stage,xml,search_sponsorship_xml
ods1_stage,xml,solr_provider_xml_dat_test
ods1_stage,xml,solr_provider_xml_data
ods1_stage,xml,solr_provider_xml_data_c
ods1_stage,xml,solr_provider_xml_data_temp
ods1_stage,xml,solr_provider_xml_data_test
ods1_stage,xml,solr_provider_xml_datatemp
ods1_stage,xml,specialty_xml
ods1_stage,xml,sponsorship_xml
ods1_stage,xml,survey_xml
ods1_stage,xml,video_xml
ods1_stage,xml,video_xml2
